,image
37118,ISIC_2020_Test_DICOM_corrected/test/ISIC_8944119.dcm
37119,ISIC_2020_Test_DICOM_corrected/test/ISIC_6591551.dcm
37120,ISIC_2020_Test_DICOM_corrected/test/ISIC_5421651.dcm
37121,ISIC_2020_Test_DICOM_corrected/test/ISIC_4271848.dcm
37122,ISIC_2020_Test_DICOM_corrected/test/ISIC_1174069.dcm
37123,ISIC_2020_Test_DICOM_corrected/test/ISIC_0619695.dcm
37124,ISIC_2020_Test_DICOM_corrected/test/ISIC_5322873.dcm
37125,ISIC_2020_Test_DICOM_corrected/test/ISIC_5573288.dcm
37126,ISIC_2020_Test_DICOM_corrected/test/ISIC_7781376.dcm
37127,ISIC_2020_Test_DICOM_corrected/test/ISIC_6996010.dcm
37128,ISIC_2020_Test_DICOM_corrected/test/ISIC_2845028.dcm
37129,ISIC_2020_Test_DICOM_corrected/test/ISIC_4840667.dcm
37130,ISIC_2020_Test_DICOM_corrected/test/ISIC_0989851.dcm
37131,ISIC_2020_Test_DICOM_corrected/test/ISIC_7480724.dcm
37132,ISIC_2020_Test_DICOM_corrected/test/ISIC_9814124.dcm
37133,ISIC_2020_Test_DICOM_corrected/test/ISIC_1862706.dcm
37134,ISIC_2020_Test_DICOM_corrected/test/ISIC_5519153.dcm
37135,ISIC_2020_Test_DICOM_corrected/test/ISIC_7016610.dcm
37136,ISIC_2020_Test_DICOM_corrected/test/ISIC_1837615.dcm
37137,ISIC_2020_Test_DICOM_corrected/test/ISIC_1608811.dcm
37138,ISIC_2020_Test_DICOM_corrected/test/ISIC_7475630.dcm
37139,ISIC_2020_Test_DICOM_corrected/test/ISIC_1663074.dcm
37140,ISIC_2020_Test_DICOM_corrected/test/ISIC_4187088.dcm
37141,ISIC_2020_Test_DICOM_corrected/test/ISIC_9957368.dcm
37142,ISIC_2020_Test_DICOM_corrected/test/ISIC_8723928.dcm
37143,ISIC_2020_Test_DICOM_corrected/test/ISIC_1497685.dcm
37144,ISIC_2020_Test_DICOM_corrected/test/ISIC_8337611.dcm
37145,ISIC_2020_Test_DICOM_corrected/test/ISIC_1716015.dcm
37146,ISIC_2020_Test_DICOM_corrected/test/ISIC_4184263.dcm
37147,ISIC_2020_Test_DICOM_corrected/test/ISIC_9652852.dcm
37148,ISIC_2020_Test_DICOM_corrected/test/ISIC_8949833.dcm
37149,ISIC_2020_Test_DICOM_corrected/test/ISIC_2613282.dcm
37150,ISIC_2020_Test_DICOM_corrected/test/ISIC_2247854.dcm
37151,ISIC_2020_Test_DICOM_corrected/test/ISIC_0885617.dcm
37152,ISIC_2020_Test_DICOM_corrected/test/ISIC_6631246.dcm
37153,ISIC_2020_Test_DICOM_corrected/test/ISIC_5875377.dcm
37154,ISIC_2020_Test_DICOM_corrected/test/ISIC_4106850.dcm
37155,ISIC_2020_Test_DICOM_corrected/test/ISIC_3228719.dcm
37156,ISIC_2020_Test_DICOM_corrected/test/ISIC_2882183.dcm
37157,ISIC_2020_Test_DICOM_corrected/test/ISIC_3420737.dcm
37158,ISIC_2020_Test_DICOM_corrected/test/ISIC_4733747.dcm
37159,ISIC_2020_Test_DICOM_corrected/test/ISIC_5944001.dcm
37160,ISIC_2020_Test_DICOM_corrected/test/ISIC_3883863.dcm
37161,ISIC_2020_Test_DICOM_corrected/test/ISIC_1560978.dcm
37162,ISIC_2020_Test_DICOM_corrected/test/ISIC_8714050.dcm
37163,ISIC_2020_Test_DICOM_corrected/test/ISIC_6717898.dcm
37164,ISIC_2020_Test_DICOM_corrected/test/ISIC_8671258.dcm
37165,ISIC_2020_Test_DICOM_corrected/test/ISIC_1777399.dcm
37166,ISIC_2020_Test_DICOM_corrected/test/ISIC_0148937.dcm
37167,ISIC_2020_Test_DICOM_corrected/test/ISIC_0623493.dcm
37168,ISIC_2020_Test_DICOM_corrected/test/ISIC_7876842.dcm
37169,ISIC_2020_Test_DICOM_corrected/test/ISIC_1338474.dcm
37170,ISIC_2020_Test_DICOM_corrected/test/ISIC_5565758.dcm
37171,ISIC_2020_Test_DICOM_corrected/test/ISIC_6961770.dcm
37172,ISIC_2020_Test_DICOM_corrected/test/ISIC_1208095.dcm
37173,ISIC_2020_Test_DICOM_corrected/test/ISIC_7766708.dcm
37174,ISIC_2020_Test_DICOM_corrected/test/ISIC_1257092.dcm
37175,ISIC_2020_Test_DICOM_corrected/test/ISIC_3512113.dcm
37176,ISIC_2020_Test_DICOM_corrected/test/ISIC_0799785.dcm
37177,ISIC_2020_Test_DICOM_corrected/test/ISIC_8432512.dcm
37178,ISIC_2020_Test_DICOM_corrected/test/ISIC_0708442.dcm
37179,ISIC_2020_Test_DICOM_corrected/test/ISIC_1337523.dcm
37180,ISIC_2020_Test_DICOM_corrected/test/ISIC_3449240.dcm
37181,ISIC_2020_Test_DICOM_corrected/test/ISIC_2215273.dcm
37182,ISIC_2020_Test_DICOM_corrected/test/ISIC_8841828.dcm
37183,ISIC_2020_Test_DICOM_corrected/test/ISIC_1040138.dcm
37184,ISIC_2020_Test_DICOM_corrected/test/ISIC_2368565.dcm
37185,ISIC_2020_Test_DICOM_corrected/test/ISIC_1930714.dcm
37186,ISIC_2020_Test_DICOM_corrected/test/ISIC_1162854.dcm
37187,ISIC_2020_Test_DICOM_corrected/test/ISIC_4470155.dcm
37188,ISIC_2020_Test_DICOM_corrected/test/ISIC_8312411.dcm
37189,ISIC_2020_Test_DICOM_corrected/test/ISIC_8855389.dcm
37190,ISIC_2020_Test_DICOM_corrected/test/ISIC_7721530.dcm
37191,ISIC_2020_Test_DICOM_corrected/test/ISIC_1599454.dcm
37192,ISIC_2020_Test_DICOM_corrected/test/ISIC_2422421.dcm
37193,ISIC_2020_Test_DICOM_corrected/test/ISIC_6791617.dcm
37194,ISIC_2020_Test_DICOM_corrected/test/ISIC_1676054.dcm
37195,ISIC_2020_Test_DICOM_corrected/test/ISIC_3029757.dcm
37196,ISIC_2020_Test_DICOM_corrected/test/ISIC_8884512.dcm
37197,ISIC_2020_Test_DICOM_corrected/test/ISIC_0434890.dcm
37198,ISIC_2020_Test_DICOM_corrected/test/ISIC_5926577.dcm
37199,ISIC_2020_Test_DICOM_corrected/test/ISIC_2968365.dcm
37200,ISIC_2020_Test_DICOM_corrected/test/ISIC_5764132.dcm
37201,ISIC_2020_Test_DICOM_corrected/test/ISIC_1705293.dcm
37202,ISIC_2020_Test_DICOM_corrected/test/ISIC_3834937.dcm
37203,ISIC_2020_Test_DICOM_corrected/test/ISIC_4687450.dcm
37204,ISIC_2020_Test_DICOM_corrected/test/ISIC_9049820.dcm
37205,ISIC_2020_Test_DICOM_corrected/test/ISIC_5116301.dcm
37206,ISIC_2020_Test_DICOM_corrected/test/ISIC_9523755.dcm
37207,ISIC_2020_Test_DICOM_corrected/test/ISIC_7941553.dcm
37208,ISIC_2020_Test_DICOM_corrected/test/ISIC_2342385.dcm
37209,ISIC_2020_Test_DICOM_corrected/test/ISIC_0854582.dcm
37210,ISIC_2020_Test_DICOM_corrected/test/ISIC_6607794.dcm
37211,ISIC_2020_Test_DICOM_corrected/test/ISIC_2497011.dcm
37212,ISIC_2020_Test_DICOM_corrected/test/ISIC_7457591.dcm
37213,ISIC_2020_Test_DICOM_corrected/test/ISIC_7821689.dcm
37214,ISIC_2020_Test_DICOM_corrected/test/ISIC_3450067.dcm
37215,ISIC_2020_Test_DICOM_corrected/test/ISIC_4089125.dcm
37216,ISIC_2020_Test_DICOM_corrected/test/ISIC_2026783.dcm
37217,ISIC_2020_Test_DICOM_corrected/test/ISIC_5049288.dcm
37218,ISIC_2020_Test_DICOM_corrected/test/ISIC_4516431.dcm
37219,ISIC_2020_Test_DICOM_corrected/test/ISIC_7270871.dcm
37220,ISIC_2020_Test_DICOM_corrected/test/ISIC_3945945.dcm
37221,ISIC_2020_Test_DICOM_corrected/test/ISIC_5590761.dcm
37222,ISIC_2020_Test_DICOM_corrected/test/ISIC_9906784.dcm
37223,ISIC_2020_Test_DICOM_corrected/test/ISIC_9180287.dcm
37224,ISIC_2020_Test_DICOM_corrected/test/ISIC_6081653.dcm
37225,ISIC_2020_Test_DICOM_corrected/test/ISIC_2751925.dcm
37226,ISIC_2020_Test_DICOM_corrected/test/ISIC_4799228.dcm
37227,ISIC_2020_Test_DICOM_corrected/test/ISIC_5356764.dcm
37228,ISIC_2020_Test_DICOM_corrected/test/ISIC_4599325.dcm
37229,ISIC_2020_Test_DICOM_corrected/test/ISIC_0962274.dcm
37230,ISIC_2020_Test_DICOM_corrected/test/ISIC_6784944.dcm
37231,ISIC_2020_Test_DICOM_corrected/test/ISIC_5771890.dcm
37232,ISIC_2020_Test_DICOM_corrected/test/ISIC_0908698.dcm
37233,ISIC_2020_Test_DICOM_corrected/test/ISIC_3383442.dcm
37234,ISIC_2020_Test_DICOM_corrected/test/ISIC_2455226.dcm
37235,ISIC_2020_Test_DICOM_corrected/test/ISIC_3040215.dcm
37236,ISIC_2020_Test_DICOM_corrected/test/ISIC_2735640.dcm
37237,ISIC_2020_Test_DICOM_corrected/test/ISIC_5944138.dcm
37238,ISIC_2020_Test_DICOM_corrected/test/ISIC_1854364.dcm
37239,ISIC_2020_Test_DICOM_corrected/test/ISIC_1381020.dcm
37240,ISIC_2020_Test_DICOM_corrected/test/ISIC_1221356.dcm
37241,ISIC_2020_Test_DICOM_corrected/test/ISIC_2101858.dcm
37242,ISIC_2020_Test_DICOM_corrected/test/ISIC_3794213.dcm
37243,ISIC_2020_Test_DICOM_corrected/test/ISIC_5357679.dcm
37244,ISIC_2020_Test_DICOM_corrected/test/ISIC_2762381.dcm
37245,ISIC_2020_Test_DICOM_corrected/test/ISIC_8668157.dcm
37246,ISIC_2020_Test_DICOM_corrected/test/ISIC_3705025.dcm
37247,ISIC_2020_Test_DICOM_corrected/test/ISIC_5585090.dcm
37248,ISIC_2020_Test_DICOM_corrected/test/ISIC_2875804.dcm
37249,ISIC_2020_Test_DICOM_corrected/test/ISIC_1389736.dcm
37250,ISIC_2020_Test_DICOM_corrected/test/ISIC_7032145.dcm
37251,ISIC_2020_Test_DICOM_corrected/test/ISIC_4699802.dcm
37252,ISIC_2020_Test_DICOM_corrected/test/ISIC_4486116.dcm
37253,ISIC_2020_Test_DICOM_corrected/test/ISIC_8817936.dcm
37254,ISIC_2020_Test_DICOM_corrected/test/ISIC_7486739.dcm
37255,ISIC_2020_Test_DICOM_corrected/test/ISIC_9868655.dcm
37256,ISIC_2020_Test_DICOM_corrected/test/ISIC_1813039.dcm
37257,ISIC_2020_Test_DICOM_corrected/test/ISIC_6724176.dcm
37258,ISIC_2020_Test_DICOM_corrected/test/ISIC_0200120.dcm
37259,ISIC_2020_Test_DICOM_corrected/test/ISIC_8129913.dcm
37260,ISIC_2020_Test_DICOM_corrected/test/ISIC_5415765.dcm
37261,ISIC_2020_Test_DICOM_corrected/test/ISIC_7415425.dcm
37262,ISIC_2020_Test_DICOM_corrected/test/ISIC_2994593.dcm
37263,ISIC_2020_Test_DICOM_corrected/test/ISIC_4361210.dcm
37264,ISIC_2020_Test_DICOM_corrected/test/ISIC_7960162.dcm
37265,ISIC_2020_Test_DICOM_corrected/test/ISIC_1269448.dcm
37266,ISIC_2020_Test_DICOM_corrected/test/ISIC_3923249.dcm
37267,ISIC_2020_Test_DICOM_corrected/test/ISIC_9198397.dcm
37268,ISIC_2020_Test_DICOM_corrected/test/ISIC_3840152.dcm
37269,ISIC_2020_Test_DICOM_corrected/test/ISIC_4445424.dcm
37270,ISIC_2020_Test_DICOM_corrected/test/ISIC_2290433.dcm
37271,ISIC_2020_Test_DICOM_corrected/test/ISIC_9930607.dcm
37272,ISIC_2020_Test_DICOM_corrected/test/ISIC_5701922.dcm
37273,ISIC_2020_Test_DICOM_corrected/test/ISIC_2809430.dcm
37274,ISIC_2020_Test_DICOM_corrected/test/ISIC_6981145.dcm
37275,ISIC_2020_Test_DICOM_corrected/test/ISIC_7845902.dcm
37276,ISIC_2020_Test_DICOM_corrected/test/ISIC_3448149.dcm
37277,ISIC_2020_Test_DICOM_corrected/test/ISIC_8380448.dcm
37278,ISIC_2020_Test_DICOM_corrected/test/ISIC_4332761.dcm
37279,ISIC_2020_Test_DICOM_corrected/test/ISIC_5294678.dcm
37280,ISIC_2020_Test_DICOM_corrected/test/ISIC_5018995.dcm
37281,ISIC_2020_Test_DICOM_corrected/test/ISIC_8039807.dcm
37282,ISIC_2020_Test_DICOM_corrected/test/ISIC_2734107.dcm
37283,ISIC_2020_Test_DICOM_corrected/test/ISIC_3441090.dcm
37284,ISIC_2020_Test_DICOM_corrected/test/ISIC_0892179.dcm
37285,ISIC_2020_Test_DICOM_corrected/test/ISIC_1040687.dcm
37286,ISIC_2020_Test_DICOM_corrected/test/ISIC_5678565.dcm
37287,ISIC_2020_Test_DICOM_corrected/test/ISIC_7302279.dcm
37288,ISIC_2020_Test_DICOM_corrected/test/ISIC_1124042.dcm
37289,ISIC_2020_Test_DICOM_corrected/test/ISIC_3035671.dcm
37290,ISIC_2020_Test_DICOM_corrected/test/ISIC_8263010.dcm
37291,ISIC_2020_Test_DICOM_corrected/test/ISIC_4398252.dcm
37292,ISIC_2020_Test_DICOM_corrected/test/ISIC_0613555.dcm
37293,ISIC_2020_Test_DICOM_corrected/test/ISIC_8302863.dcm
37294,ISIC_2020_Test_DICOM_corrected/test/ISIC_2167112.dcm
37295,ISIC_2020_Test_DICOM_corrected/test/ISIC_3517843.dcm
37296,ISIC_2020_Test_DICOM_corrected/test/ISIC_8994705.dcm
37297,ISIC_2020_Test_DICOM_corrected/test/ISIC_0758246.dcm
37298,ISIC_2020_Test_DICOM_corrected/test/ISIC_7723435.dcm
37299,ISIC_2020_Test_DICOM_corrected/test/ISIC_6997645.dcm
37300,ISIC_2020_Test_DICOM_corrected/test/ISIC_9135940.dcm
37301,ISIC_2020_Test_DICOM_corrected/test/ISIC_7863462.dcm
37302,ISIC_2020_Test_DICOM_corrected/test/ISIC_1543649.dcm
37303,ISIC_2020_Test_DICOM_corrected/test/ISIC_0916649.dcm
37304,ISIC_2020_Test_DICOM_corrected/test/ISIC_8760915.dcm
37305,ISIC_2020_Test_DICOM_corrected/test/ISIC_4583712.dcm
37306,ISIC_2020_Test_DICOM_corrected/test/ISIC_6837581.dcm
37307,ISIC_2020_Test_DICOM_corrected/test/ISIC_2788245.dcm
37308,ISIC_2020_Test_DICOM_corrected/test/ISIC_4490969.dcm
37309,ISIC_2020_Test_DICOM_corrected/test/ISIC_2992298.dcm
37310,ISIC_2020_Test_DICOM_corrected/test/ISIC_8774910.dcm
37311,ISIC_2020_Test_DICOM_corrected/test/ISIC_5618182.dcm
37312,ISIC_2020_Test_DICOM_corrected/test/ISIC_2168500.dcm
37313,ISIC_2020_Test_DICOM_corrected/test/ISIC_0817883.dcm
37314,ISIC_2020_Test_DICOM_corrected/test/ISIC_5505677.dcm
37315,ISIC_2020_Test_DICOM_corrected/test/ISIC_5448572.dcm
37316,ISIC_2020_Test_DICOM_corrected/test/ISIC_0852759.dcm
37317,ISIC_2020_Test_DICOM_corrected/test/ISIC_2551089.dcm
37318,ISIC_2020_Test_DICOM_corrected/test/ISIC_8380991.dcm
37319,ISIC_2020_Test_DICOM_corrected/test/ISIC_2393711.dcm
37320,ISIC_2020_Test_DICOM_corrected/test/ISIC_9460564.dcm
37321,ISIC_2020_Test_DICOM_corrected/test/ISIC_4255739.dcm
37322,ISIC_2020_Test_DICOM_corrected/test/ISIC_9095286.dcm
37323,ISIC_2020_Test_DICOM_corrected/test/ISIC_4973223.dcm
37324,ISIC_2020_Test_DICOM_corrected/test/ISIC_5987848.dcm
37325,ISIC_2020_Test_DICOM_corrected/test/ISIC_6096565.dcm
37326,ISIC_2020_Test_DICOM_corrected/test/ISIC_4252331.dcm
37327,ISIC_2020_Test_DICOM_corrected/test/ISIC_4513838.dcm
37328,ISIC_2020_Test_DICOM_corrected/test/ISIC_0468644.dcm
37329,ISIC_2020_Test_DICOM_corrected/test/ISIC_1226881.dcm
37330,ISIC_2020_Test_DICOM_corrected/test/ISIC_8965291.dcm
37331,ISIC_2020_Test_DICOM_corrected/test/ISIC_7110004.dcm
37332,ISIC_2020_Test_DICOM_corrected/test/ISIC_7754315.dcm
37333,ISIC_2020_Test_DICOM_corrected/test/ISIC_8170270.dcm
37334,ISIC_2020_Test_DICOM_corrected/test/ISIC_3849267.dcm
37335,ISIC_2020_Test_DICOM_corrected/test/ISIC_0446287.dcm
37336,ISIC_2020_Test_DICOM_corrected/test/ISIC_8496997.dcm
37337,ISIC_2020_Test_DICOM_corrected/test/ISIC_1904819.dcm
37338,ISIC_2020_Test_DICOM_corrected/test/ISIC_7673649.dcm
37339,ISIC_2020_Test_DICOM_corrected/test/ISIC_0936437.dcm
37340,ISIC_2020_Test_DICOM_corrected/test/ISIC_3152679.dcm
37341,ISIC_2020_Test_DICOM_corrected/test/ISIC_8515857.dcm
37342,ISIC_2020_Test_DICOM_corrected/test/ISIC_4267994.dcm
37343,ISIC_2020_Test_DICOM_corrected/test/ISIC_7385553.dcm
37344,ISIC_2020_Test_DICOM_corrected/test/ISIC_6892265.dcm
37345,ISIC_2020_Test_DICOM_corrected/test/ISIC_6895108.dcm
37346,ISIC_2020_Test_DICOM_corrected/test/ISIC_4309705.dcm
37347,ISIC_2020_Test_DICOM_corrected/test/ISIC_1526973.dcm
37348,ISIC_2020_Test_DICOM_corrected/test/ISIC_3563115.dcm
37349,ISIC_2020_Test_DICOM_corrected/test/ISIC_7676262.dcm
37350,ISIC_2020_Test_DICOM_corrected/test/ISIC_6316211.dcm
37351,ISIC_2020_Test_DICOM_corrected/test/ISIC_3970729.dcm
37352,ISIC_2020_Test_DICOM_corrected/test/ISIC_9849474.dcm
37353,ISIC_2020_Test_DICOM_corrected/test/ISIC_7153281.dcm
37354,ISIC_2020_Test_DICOM_corrected/test/ISIC_8798037.dcm
37355,ISIC_2020_Test_DICOM_corrected/test/ISIC_2336499.dcm
37356,ISIC_2020_Test_DICOM_corrected/test/ISIC_0416431.dcm
37357,ISIC_2020_Test_DICOM_corrected/test/ISIC_9780161.dcm
37358,ISIC_2020_Test_DICOM_corrected/test/ISIC_9355585.dcm
37359,ISIC_2020_Test_DICOM_corrected/test/ISIC_2529965.dcm
37360,ISIC_2020_Test_DICOM_corrected/test/ISIC_8266219.dcm
37361,ISIC_2020_Test_DICOM_corrected/test/ISIC_6229317.dcm
37362,ISIC_2020_Test_DICOM_corrected/test/ISIC_4438918.dcm
37363,ISIC_2020_Test_DICOM_corrected/test/ISIC_9578201.dcm
37364,ISIC_2020_Test_DICOM_corrected/test/ISIC_6141023.dcm
37365,ISIC_2020_Test_DICOM_corrected/test/ISIC_8131838.dcm
37366,ISIC_2020_Test_DICOM_corrected/test/ISIC_4298748.dcm
37367,ISIC_2020_Test_DICOM_corrected/test/ISIC_3349006.dcm
37368,ISIC_2020_Test_DICOM_corrected/test/ISIC_7877822.dcm
37369,ISIC_2020_Test_DICOM_corrected/test/ISIC_8966656.dcm
37370,ISIC_2020_Test_DICOM_corrected/test/ISIC_6360613.dcm
37371,ISIC_2020_Test_DICOM_corrected/test/ISIC_5103537.dcm
37372,ISIC_2020_Test_DICOM_corrected/test/ISIC_7851934.dcm
37373,ISIC_2020_Test_DICOM_corrected/test/ISIC_4746271.dcm
37374,ISIC_2020_Test_DICOM_corrected/test/ISIC_8938888.dcm
37375,ISIC_2020_Test_DICOM_corrected/test/ISIC_1847981.dcm
37376,ISIC_2020_Test_DICOM_corrected/test/ISIC_5191060.dcm
37377,ISIC_2020_Test_DICOM_corrected/test/ISIC_1291312.dcm
37378,ISIC_2020_Test_DICOM_corrected/test/ISIC_1567545.dcm
37379,ISIC_2020_Test_DICOM_corrected/test/ISIC_4281444.dcm
37380,ISIC_2020_Test_DICOM_corrected/test/ISIC_0370322.dcm
37381,ISIC_2020_Test_DICOM_corrected/test/ISIC_2631078.dcm
37382,ISIC_2020_Test_DICOM_corrected/test/ISIC_7458062.dcm
37383,ISIC_2020_Test_DICOM_corrected/test/ISIC_9619842.dcm
37384,ISIC_2020_Test_DICOM_corrected/test/ISIC_5583376.dcm
37385,ISIC_2020_Test_DICOM_corrected/test/ISIC_3100274.dcm
37386,ISIC_2020_Test_DICOM_corrected/test/ISIC_8192717.dcm
37387,ISIC_2020_Test_DICOM_corrected/test/ISIC_6955864.dcm
37388,ISIC_2020_Test_DICOM_corrected/test/ISIC_8953122.dcm
37389,ISIC_2020_Test_DICOM_corrected/test/ISIC_3951614.dcm
37390,ISIC_2020_Test_DICOM_corrected/test/ISIC_4416877.dcm
37391,ISIC_2020_Test_DICOM_corrected/test/ISIC_2730923.dcm
37392,ISIC_2020_Test_DICOM_corrected/test/ISIC_3245209.dcm
37393,ISIC_2020_Test_DICOM_corrected/test/ISIC_8655808.dcm
37394,ISIC_2020_Test_DICOM_corrected/test/ISIC_9234969.dcm
37395,ISIC_2020_Test_DICOM_corrected/test/ISIC_5126198.dcm
37396,ISIC_2020_Test_DICOM_corrected/test/ISIC_9919871.dcm
37397,ISIC_2020_Test_DICOM_corrected/test/ISIC_4497053.dcm
37398,ISIC_2020_Test_DICOM_corrected/test/ISIC_0582447.dcm
37399,ISIC_2020_Test_DICOM_corrected/test/ISIC_8057719.dcm
37400,ISIC_2020_Test_DICOM_corrected/test/ISIC_2434912.dcm
37401,ISIC_2020_Test_DICOM_corrected/test/ISIC_5959091.dcm
37402,ISIC_2020_Test_DICOM_corrected/test/ISIC_0785830.dcm
37403,ISIC_2020_Test_DICOM_corrected/test/ISIC_5901955.dcm
37404,ISIC_2020_Test_DICOM_corrected/test/ISIC_1706576.dcm
37405,ISIC_2020_Test_DICOM_corrected/test/ISIC_3481499.dcm
37406,ISIC_2020_Test_DICOM_corrected/test/ISIC_6332071.dcm
37407,ISIC_2020_Test_DICOM_corrected/test/ISIC_6649139.dcm
37408,ISIC_2020_Test_DICOM_corrected/test/ISIC_8409913.dcm
37409,ISIC_2020_Test_DICOM_corrected/test/ISIC_3059916.dcm
37410,ISIC_2020_Test_DICOM_corrected/test/ISIC_6007856.dcm
37411,ISIC_2020_Test_DICOM_corrected/test/ISIC_7280569.dcm
37412,ISIC_2020_Test_DICOM_corrected/test/ISIC_4111788.dcm
37413,ISIC_2020_Test_DICOM_corrected/test/ISIC_0539046.dcm
37414,ISIC_2020_Test_DICOM_corrected/test/ISIC_3671995.dcm
37415,ISIC_2020_Test_DICOM_corrected/test/ISIC_0728055.dcm
37416,ISIC_2020_Test_DICOM_corrected/test/ISIC_3265261.dcm
37417,ISIC_2020_Test_DICOM_corrected/test/ISIC_2319713.dcm
37418,ISIC_2020_Test_DICOM_corrected/test/ISIC_0545219.dcm
37419,ISIC_2020_Test_DICOM_corrected/test/ISIC_5718241.dcm
37420,ISIC_2020_Test_DICOM_corrected/test/ISIC_8402882.dcm
37421,ISIC_2020_Test_DICOM_corrected/test/ISIC_6519327.dcm
37422,ISIC_2020_Test_DICOM_corrected/test/ISIC_7635759.dcm
37423,ISIC_2020_Test_DICOM_corrected/test/ISIC_4290148.dcm
37424,ISIC_2020_Test_DICOM_corrected/test/ISIC_2285024.dcm
37425,ISIC_2020_Test_DICOM_corrected/test/ISIC_0564203.dcm
37426,ISIC_2020_Test_DICOM_corrected/test/ISIC_6295178.dcm
37427,ISIC_2020_Test_DICOM_corrected/test/ISIC_2569931.dcm
37428,ISIC_2020_Test_DICOM_corrected/test/ISIC_1668197.dcm
37429,ISIC_2020_Test_DICOM_corrected/test/ISIC_1542403.dcm
37430,ISIC_2020_Test_DICOM_corrected/test/ISIC_3837251.dcm
37431,ISIC_2020_Test_DICOM_corrected/test/ISIC_9562557.dcm
37432,ISIC_2020_Test_DICOM_corrected/test/ISIC_5706387.dcm
37433,ISIC_2020_Test_DICOM_corrected/test/ISIC_4625562.dcm
37434,ISIC_2020_Test_DICOM_corrected/test/ISIC_9343199.dcm
37435,ISIC_2020_Test_DICOM_corrected/test/ISIC_2586009.dcm
37436,ISIC_2020_Test_DICOM_corrected/test/ISIC_9350250.dcm
37437,ISIC_2020_Test_DICOM_corrected/test/ISIC_5583936.dcm
37438,ISIC_2020_Test_DICOM_corrected/test/ISIC_9636985.dcm
37439,ISIC_2020_Test_DICOM_corrected/test/ISIC_2172665.dcm
37440,ISIC_2020_Test_DICOM_corrected/test/ISIC_7007249.dcm
37441,ISIC_2020_Test_DICOM_corrected/test/ISIC_7198737.dcm
37442,ISIC_2020_Test_DICOM_corrected/test/ISIC_5966715.dcm
37443,ISIC_2020_Test_DICOM_corrected/test/ISIC_9455202.dcm
37444,ISIC_2020_Test_DICOM_corrected/test/ISIC_5418351.dcm
37445,ISIC_2020_Test_DICOM_corrected/test/ISIC_5637617.dcm
37446,ISIC_2020_Test_DICOM_corrected/test/ISIC_4470148.dcm
37447,ISIC_2020_Test_DICOM_corrected/test/ISIC_0169575.dcm
37448,ISIC_2020_Test_DICOM_corrected/test/ISIC_9414296.dcm
37449,ISIC_2020_Test_DICOM_corrected/test/ISIC_4336438.dcm
37450,ISIC_2020_Test_DICOM_corrected/test/ISIC_2359511.dcm
37451,ISIC_2020_Test_DICOM_corrected/test/ISIC_3861014.dcm
37452,ISIC_2020_Test_DICOM_corrected/test/ISIC_9173786.dcm
37453,ISIC_2020_Test_DICOM_corrected/test/ISIC_8325595.dcm
37454,ISIC_2020_Test_DICOM_corrected/test/ISIC_1732032.dcm
37455,ISIC_2020_Test_DICOM_corrected/test/ISIC_3452839.dcm
37456,ISIC_2020_Test_DICOM_corrected/test/ISIC_2513408.dcm
37457,ISIC_2020_Test_DICOM_corrected/test/ISIC_4791409.dcm
37458,ISIC_2020_Test_DICOM_corrected/test/ISIC_4039428.dcm
37459,ISIC_2020_Test_DICOM_corrected/test/ISIC_3949543.dcm
37460,ISIC_2020_Test_DICOM_corrected/test/ISIC_2335684.dcm
37461,ISIC_2020_Test_DICOM_corrected/test/ISIC_7106250.dcm
37462,ISIC_2020_Test_DICOM_corrected/test/ISIC_6422928.dcm
37463,ISIC_2020_Test_DICOM_corrected/test/ISIC_9586945.dcm
37464,ISIC_2020_Test_DICOM_corrected/test/ISIC_9357717.dcm
37465,ISIC_2020_Test_DICOM_corrected/test/ISIC_7445432.dcm
37466,ISIC_2020_Test_DICOM_corrected/test/ISIC_6028985.dcm
37467,ISIC_2020_Test_DICOM_corrected/test/ISIC_9100455.dcm
37468,ISIC_2020_Test_DICOM_corrected/test/ISIC_0254594.dcm
37469,ISIC_2020_Test_DICOM_corrected/test/ISIC_5950965.dcm
37470,ISIC_2020_Test_DICOM_corrected/test/ISIC_1001684.dcm
37471,ISIC_2020_Test_DICOM_corrected/test/ISIC_0998993.dcm
37472,ISIC_2020_Test_DICOM_corrected/test/ISIC_8472542.dcm
37473,ISIC_2020_Test_DICOM_corrected/test/ISIC_4441113.dcm
37474,ISIC_2020_Test_DICOM_corrected/test/ISIC_6352707.dcm
37475,ISIC_2020_Test_DICOM_corrected/test/ISIC_0571336.dcm
37476,ISIC_2020_Test_DICOM_corrected/test/ISIC_9987545.dcm
37477,ISIC_2020_Test_DICOM_corrected/test/ISIC_5565342.dcm
37478,ISIC_2020_Test_DICOM_corrected/test/ISIC_0379549.dcm
37479,ISIC_2020_Test_DICOM_corrected/test/ISIC_8456118.dcm
37480,ISIC_2020_Test_DICOM_corrected/test/ISIC_7599086.dcm
37481,ISIC_2020_Test_DICOM_corrected/test/ISIC_4421057.dcm
37482,ISIC_2020_Test_DICOM_corrected/test/ISIC_6681100.dcm
37483,ISIC_2020_Test_DICOM_corrected/test/ISIC_0835778.dcm
37484,ISIC_2020_Test_DICOM_corrected/test/ISIC_0539662.dcm
37485,ISIC_2020_Test_DICOM_corrected/test/ISIC_7945607.dcm
